Avtosalon,Qiymet,Valyuta,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Yeniləndi,Baxışların sayı,Extra,Etrafli,Sahiblər,Hansı bazar üçün yığılıb,Yerlərin sayı,Qəzalı
0,43700,USD,Bakı,BMW,X5,2014,Offroader / SUV,Yaş Asfalt,3.0 L/306 a.g./Benzin,34 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,1452,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","X5 F85 M paket. Model 2014. İstehsal 2013 Oktyabr. Orginal probeq, avtonun texpasportunda vin kod qeyd edilib baxa bilərsiz. X drive (4 çəkən) Twin turbo. 0-100 km-ə 6.5 saniyə. Mator karopka əla vəziyyətdədir. Suda qalmayıb, udarı yoxdu, vuruğu yoxdu və heç bir paduşka açılmayıb tam ideal vəziyyətdədi. Qaplar və baqaj plisos, avro pribor, qara dam, salon bardovı rəngə nappa dəri ilə yəğılıb, F85 rul-qızdıran, sideniya qizdıran və soyudan, 360 kamera.  Avtomobil 2022-ci ilin oktyabr ayında gəlib satmaq məqsədi üçün gətirilməyib. Qiymət avtomobilin yanında danışılacaq. Heç bir xərci yoxdu istənilən yerdə yoxlanıla bilər. Nömrəsiz satılır. Barter təkliflərinə baxıla bilər yalnız avtomobil ilə, barter qiyməti fərqli olacaq.",0,Amerika,5,
1,8799,AZN,Bakı,Yamaha,R15 V4,2023,Motosiklet,Qara,0.2 L/18 a.g./Benzin,0 km,Mexaniki,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib", 22.05.2023,11334,ABS,"2 il və ya 30 000 km rəsmi zəmanət - Mühərrikin həcmi - 155 sm³ - Mühərrikin tipi - 4 taktlı, tək silindr - Mühərrikin gücü - 10 000 dövr/dəq (18,4 at gücü) - Fırlanma anı - 14,2 Nm (7 500 rp) - Emissiya standartı - Euro 4 - Maksimal sürət - 145 km/saat sürət - Çəki - 142 kq - Soyutma sistemi - Su soyutma - İşıqlandırma növü - LED - Yanacaq çəninin tutumu - 11 lt - Material - Metal - Displey - LCD - Amortizasiya - Teleskopik çəngəl - Təkərin diametri - 100/80-R17 / 140/70-R17 (Ön / Arxa) - Qabaq əyləc - ABS - Arxa əyləc - ABS - Ölçülər: Hündürlüyü / Eni / Dərinliyi - 1990 mm x 725 mm x 1135 mm - Rəng - Qara - İstehsal ili - 2023-ci il",,,,
1,178900,USD,Bakı,Lexus,LX 600,2023,Offroader / SUV,Qara,3.5 L/415 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,5158,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",LX 600. Buraxılış 2023 il. Ən Full komplektasiya. 7 yerlikdir. 360 dərəcə kamera. Serviz maşınıdı 5 il 160000 km zemanet Köcürme yolu ile mümkündür Barter mümkündür yalnız avtomobil ilə.,1,Avropa,7,
0,115000,USD,Bakı,Land Rover,Range Rover,2020,Offroader / SUV,Qara,3.0 L/306 a.g./Dizel,53 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,828,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Vuruqu yoxdur Ideal Range rover vogue 3 L Dizel  Full komplektasiya Meridian Head up display ve’s  Servis kagizi var,2,Digər,7,
1,45900,AZN,Bakı,Kia,Sorento,2016,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,102 408 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,2207,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","KREDiT MÜMKÜNDÜR  Maximum kredit muddeti 24-36 AY AZN-LE. Kreditle masin alan musterilerin nezerine: 2 saat erzinde Masin aformut olunub musteriye tehvil verilir  ____________________________________  KIA SORENTO ! ORGINAL PROBEQ 100%! 4-WD . ENCAR resmi satis masinidir. Avtomobil olkeye yeni gelib.Bütün rasxodnıklerı dəyişilib.Maşını istənilən servizdə yoxlatdırıb müştəriyə təhvil verə bilərik.Maşının salonu ve cölü çox seliqelidi.Tam ideal vəziyyətdədir. SEP MOTOR!  - Start / stop, keyless goo  - Kerpic reng dəri salonu  - Fara yuyan  - Oturacaqların elektron tənzimlənməsi  - Qizdırılan oturacaqlar ( ön və arxa )  - JBL ses sistemi  - Uslitel sistem  - Yaddasli oturacaqlar  - Arxa siranin kondsaner idare sistemi  - Multi sükan, kruiz kontrol  - AUX, USB, bluetooth, CD, CD-IN, mp3, FM radio audio sistemi  - Park radar  - Yagış və işıq sensoru  - Güzgu qatlanan , qızdırıcı  - ECO rejim  - Sükanın qızdırıcısı  ____________________________________.                                                                                                                            Geniş avtomobil çeşidi,keyfiyyətə zəmanət və rahat rəsmiləşdirmə. Bütun Avtomobillərə İST CARS-da baxa bilərsiniz . ORİJİNAL yürüşü və BOYASIZ olan avtomobilinizi satmaq ,barter etmək və ya satışa çıxarmaq istəyirsinizsə Bizə müraciət edə bilərsiniz !  Ünvan: BAKI şəhəri,Tiblisi küçəsi,İST petrol y/d məntəqəsi,Qafqaz hotelin qarsisi . Qeyd: AVROPA ÖLKƏLƏRİNDƏN,KOREYA VƏ AMERİKADAN istənilən avtomobilin sifarişi qəbul olunur.",,,,
0,3500,AZN,Salyan,LADA (VAZ),2109,1991,Hetçbek,Ağ,1.5 L/78 a.g./Benzin,286 350 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,400,"Yüngül lehimli disklər, Yan pərdələr",Salam Maşin öz adimadi  Qranadlar təzə təkər lər təzə akmiyator təzə  bir sözlə otur sür maşin di sənədləri tam qaydasində matorda heçbir problemi yoxdu  benzin də cox az işlətr riyal aliciya maşinin yanin. da üzi  endirim olacak,,Rusiya,5,
0,29500,AZN,Bakı,Ford,Transit,2009,Yük maşını,Ağ,2.4 L/140 a.g./Dizel,175 559 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,3402,"ABS, Mərkəzi qapanma, Park radarı, Kondisioner","Birbaşa Avropadan alıb, gətirdiyim maşındır. Azərbaycanda sürülməyib, işlənməyib, üstündə TRANSİT nömrələrdir. İstəyinizə uyğun yerdə yoxlatdıra bilərsiniz, maşında hər şeyə özüm cavabdehəm. *Arxa yük yerinin uzunluğu 3.30 *TREND (FULL) *2.4 motor , arxa çəkən *Kondisioner *Auto Pilot *Neytralda arxaya buraxmama funksiyası Avtomatik yan şüşə qaldırıcılar (hər iki tərəf) Avtomatik yan güzgü tənzimləyicilər (hər iki tərəf) və s.",0,Avropa,3,
1,14300,AZN,Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L/122 a.g./Benzin,268 252 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,3397,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner","Texpasport 1999 HAL HAZIRDA OTUR SUR MASINDIR .Kuza, xodovoy yaxsi veziyyetde. Masin tam olarag idealdir. Udar yoxdur. Mator karobka peredok eladir.Tekerler yaxsidir. Kosmetika idealdir, salonu seliqelidir. Alici harda isdese yoxlada biler **************************** Ilkin odenis minimum 7500 azn ( BARTER TEKLIF EDE BILERSINIZ ) muddet 3 aydan 36 ayadek (musterinin isteyine uygun) ayliq odenis 387 azn den BASLAYARAQ Kreditin ayliq odenisi verilen ilkin odenisden ve secilmis muddetden asli olaraq deyisir !!! **************************** Masina BADAMDAR MASIN BAZARINDA her gun 9:00-17:00 - dek baxa bilersiniz gelib baxa bilmeyen ve fikri ciddi olmayanlar QƏTI NARAHAT ETMESINLER",,Avropa,5,
1,64500,USD,Bakı,Land Rover,RR Velar,2017,Offroader / SUV,Ağ,3.0 L/380 a.g./Benzin,89 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,4735,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası","Range Rover Velar R-Dynamic SE P380!   Avtomobil sinfinin en Full versiyasidir!  Avtomobilin vurugu yoxdur!(Bezkraska)  Salonu baximli ve seliqelidir!   Avtomobil ideal veziyyetdir,hec bir xerc teleb etmir!  Comfort girish,yaddashli oturacaqlar,oturacaqlarin qizdiricisi soyuducusu,ön ve arxa oturacaqlarin elektron tenzimlenmesi,Multi sensor sükan ve sükanin qizdiricisi,rulda lepestoklar,Meridian Surround akustika sistemi,Auto parkovka sistemi,distronic,qosha xettden cixma xeberdarligi,plesos qapilar,elektron podnojkalar,Auto Start-stop,22 düyüm diskler,panorama dam,  Tekerleri yenidir! Continental)  Ünvan: H.Eliyev prospekti. (Ezizbeyovdan üzü sheher istiqametinde gelende Azpetrolun ici)",,,,
0,36500,USD,Bakı,Mercedes,E 220,2016,Sedan,Mavi,2.0 L/194 a.g./Dizel,150 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,830,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr","Şəxsi avtomobilimdi, heç bir problemi yoxdur. Qeyri ciddi şəxslər narahat etməsin!",1,Avropa,5,
0,22600,AZN,Bakı,Kia,Optima,2013,Sedan,Qəhvəyi,2.0 L/274 a.g./Benzin,295 361 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,309,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası",Salam masin 5 gundu gelib bez detal bez kraska ideal optima istiyen narahat etsin disk teker yeni qoyulub arginal disklerdi vin kodunada baxa bilersiz bufer zedesiyle gelib real alicilar narahat etsin orginal PRABEQ 183529 MI,,,5,
0,38900,AZN,Bakı,Kia,Sorento,2014,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,191 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,408,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","LYUK…Deri salon aux usb girisi, 4 sideniya qizdirici sideniya soyuducu, park radar auto stop, elektron sideniyalar original android monitor, yan perdeler mövcuddur. Motor korobka ideal veziyyetdedir. Hec bir problemi yoxdur. - sükanin qizdiricisi - AUX, USB, bluetooth, CD, DVD, MP3, FM radio audio sistemi - monitor va arxa görüntü kamerasi - guzgi qatlanan , elektron tenzimlenme - yagis va isiq sensoru - EKO rejim",1,,5,
0,26000,AZN,Bakı,Kia,Soul,2017,Hetçbek,Gümüşü,1.6 L/124 a.g./Benzin,20 600 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,1551,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner, Oturacaqların isidilməsi, Ksenon lampalar, Oturacaqların ventilyasiyası","Kia Soul 2017-cı il Noyabr buraxılışı. Amerikadan özüm yeni gətirmişəm və öz adımadır. Orijinal yürüş 12800 mil - 20595 km. Azərbaycanda sürülməyib. Heç bir problemi yoxdur. Vurugu olmayib. Maşının bütün detalları zavod kraskasıdır. Hava yastıqları açılmayıb, yağı yeni dəyişilib və kitabçasinda qeyd olunub. İdeal avtomobil axtaranlar üçün gözəl seçimdir.  Qeyd olunan nömrədə WatsApp daim işləkdir və suallarınızı ünvanlaya bilərsiz. Kia Soul 2017 год Ноябрь месяц выпуск. Привезена из Америки по личному заказу и зарегистрирована на моё имя. Оригинальный пробег 12800 миль - 20595 км. В Азербайджане не эксплуатировалась. Машина не имеет никаких проблем. Не бита и не крашена. На всех деталях заводская краска. Подушки не срабатывали. Масло заменили на новое и отмечено в книжке. Идеальная машина без каких либо изъянов.  По вопросам связанным с машиной можете связаться по WatsApp в любое время.",1,Amerika,,
0,42500,AZN,Bakı,Mercedes,Axor 1840,2008,Dartqı,Göy,12 L/360 a.g./Dizel,565 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,716,,Maşının birinci sahibiyəm maşın tam ideal vəziyyətdədir heç bir problemi yoxdur zavod istehsalı samosvaltdır enşelidir təkərlər təzədir heç bir yerində nöqtə boyda pasdan çürükdən söhbət gedə bilməz maşının qiyməti barədə danışıq maşına baxdıqdan sonra olacaq.,1,Avropa,,
0,34900,AZN,Bakı,Mitsubishi,L200,2016,Pikap,Ağ,2.5 L/178 a.g./Dizel,163 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,151,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner, Ksenon lampalar",İli 2016  Mator 2.5 dizel Mator karopka razdatka idealdı  Vuruq udar qəti yoxdur Maşın ideal vəzyətdədir Şəxsi masınımdır barter mümkündür,,,,
0,8850,AZN,Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L/122 a.g./Benzin,578 750 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,892,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Yan pərdələr",Salam.Maşın mexanikadı maşın yaxşı vəziyyətdədi kondisaner lük işləyir gündəlik sürülən maşındı xırda işlər ola bilər yeni maşına aid suallar verməyin real insanlar əlaqə saxlasın .,,Digər,,
0,6600,AZN,Bakı,Mercedes,A 160,2002,Hetçbek,Gümüşü,1.6 L/102 a.g./Benzin,300 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,1530,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Oturacaqların isidilməsi, Arxa görüntü kamerası",Mawin ela veziyyetdedi hec bir xerc teleb etmir long versiyasidi arxa goruntu kamerasida var,,,,
0,8200,AZN,Goranboy,Mercedes,E 200,1996,Sedan,Yaşıl,2.0 L/136 a.g./Benzin,225 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,888,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Oturacaqların isidilməsi, Yan pərdələr","Heç bir problemi yoxdur. Luk, avtopilot hamisi işlekdir. Karobka ve muherrik ela. Barter ladalarla ozunden ucuz maşinla ederem.",2,Avropa,5,
0,23800,AZN,Bakı,Mercedes,ML 350,2008,Offroader / SUV,Ağ,3.5 L/272 a.g./Benzin,150 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 24.05.2023,2552,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","Maşın çox əla vəziyyətdədir. Mator, karopka, peredok, rulavoy hamısı əla. Kosmetik olaraqda əladı. Sadəcə sağ aşağı küncdə bir balaca bezkraska işə ehyiyac var . İkinci maşın olduğu üçün satılır.  Xahiş edirik, alverçilər narahat etməsin. Kredit mümkündür.  ilkin ödəniş : 12800 12 ay 1286 24 ay 724 36 ay 540 48 ay 451",1,Avropa,,
0,14900,USD,Bakı,Mercedes,280 E,1978,Sedan,Mavi,2.8 L/182 a.g./Benzin,330 550 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,334,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner, Dəri salon, Ksenon lampalar",1978 Mercedes-Benz 280E (W123) M110 (V6) Qeyri-ciddi şəxslər narahat etməsin.,,Avropa,,
0,33500,AZN,Bakı,Kia,Optima,2016,Sedan,Boz,2.0 L/274 a.g./Benzin,109 435 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,5937,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr","Avtomobil ideal vəziyətdədir, Amerika hərracından bufer zədəsi ilə alınıb, yalnız buferinə rəng dəyib. Probeqi orginaldır. Tam full versiyadır - ponarama dam, oturacaqların isidilməsi-soyudulması, led stop, led faralar, Harman/Kardon audio system. Heç bir xərci yoxdur. Avtomobil tam olaraq sport yığılıb - apornu sistemi sportdur, at gücü artırılıb, İnjen tuned firmasının filteri ilə əvəz olunub. Avtomobilə corlover amartizator sistemi quraşdırılıb istənilən ölçüdə posadkasını endirib-qaldırmaq mümkündür. Distronic və kor zonalar var. Təkərləri Marshall firmasınındır və təzədir, Radius təkər mərkəzindən qızıl qarantiya ilə alınıb. Başqa optimalar ilə müqayisə etməyin.",,Amerika,5,
0,62900,USD,Bakı,BMW,530e,2021,Sedan,Boz,2.0 L/292 a.g./Plug-in Hibrid,35 400 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,17579,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası",Almaniyadan noyabr ayında gətirilmişdir. Improtex Motorsda rəsmi zəmanəti var. M-paket. Head-up display. Avtomatik parklanma və park yerindən çıxma funksiyası. Elektrikli baqaj bölməsi. BMW Laser headlights. 4 zonalı climat control. Arxa təkərlərin dönməsi. Qapıların yumuşaq bağlanması.  Salonda xrom işlənməli düymələr. Comfort və çox funksiyalı oturacaqlar. Adaptive Cruise Control. Oturacaqların qızdırılması (həm ön həm arxa). Oturacaqlarda yaddaş paketi. Sükanın qızdırılması. Alarm system. Apple CarPlay. Distance warning system. Lane change assist. Traffic sign recognition. Paddle shifters. Keyless central locking.,2,Avropa,,
0,15700,USD,Şəki,Audi,A6,2012,Sedan,Ağ,2.0 L/211 a.g./Benzin,157 600 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,686,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Yan pərdələr",Salam deyerli Audi sevenler surenler ve arzusunda olanlar. 2012 ci il Audi A6 2.0 Turbo motor 211 at gucu. Mashin vin kodu shekillerde qeyd olunub hech vaxt avariasi olmayib kraskalanan detali yoxdu shekillerde görunduyu kimi bir iki yerinde kosmetik ishler gormek lazimdi. Mashin ne kopart ne de iaai auksionlarin dan  alinmayib. 2012 ci ilde Amerikada Audi Servizden alinib bir muddet Amerikada suruldukden sonra Bakiya gelib. Hal hazirda 4cu mashinim olaraq qarajda toz basir. Bazarda bir chox qiymete mashin var en ucuzu ele 17-18min dollardir. Bu mashini chox serfeli ve ucuz qiymete paylashiram ve ustada ne derdi ne xerci varsa odemye haziram. Mashina ehtiyacim yoxdu deye satiram. Mashin alveri ile meshqul olan qardashlar zeng edib ashagi qiymetler teklif etmeyin pula ehtiyacim yoxdu. Elave suali olan buyurub zeng ede biler. Bura ya qeder diqqetle oxuduvuza gore teshekkur edirem.,2,Amerika,5,
0,3800,AZN,Bakı,Mercedes,E 260,1989,Sedan,Qızılı,2.6 L/166 a.g./Benzin,388 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,283,,Cüzi isleri var mator bez nom  real aliciya endirim olacek Fikiri citi olan narat elesin,,,,
0,13900,AZN,Bakı,Mercedes,E 220,2000,Sedan,Qızılı,2.2 L/143 a.g./Dizel,323 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,396,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Park radarı, Kondisioner",Allah alanada satanada xeyir versin.,2,,5,
0,16900,AZN,Bakı,Mercedes,E 320,2002,Sedan,Qara,3.2 L/224 a.g./Benzin,292 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,8274,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Maşın əla vəziyyətdədir . Təkərlər yeni alınıb Kreditlede almaq munkundur,2,Avropa,5,
1,34900,AZN,Bakı,Geely,Emgrand,2023,Sedan,Boz,1.5 L/105 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib", 01.05.2023,54513,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Park radarı, Kondisioner, Dəri salon, Arxa görüntü kamerası","RİCH Motors Geely avtomobillərin rəsmi idxalçısıdır. ----- İllik 12% olmaqla 60 ay müddətinə qədər eksklüziv kredit şərtləri. ----- • Təkərlərdəki hava təzyiqinə intelegent nəzarət sistemi • Ön və arxa oturacaqların təhlükəsizlik kəmərinin xatırlatma siqnalı • Dartılan ön və arxa təhlükəsizlik kəmərləri • Sürücü və sərnişin, yan və pərdə tipli hava yastıqları (6 ədəd) • Qəza zamanı yanacaq verilməsinin kəsilməsi • Uşaq kilidi və İsofix ankerlər • Qəza zamanı qapıların avtomatik açılması • Qapıların mərkəzi qapanması • ESP (Elektron sabitləşdirmə sistemi) Bosch 9.3 ESP System • ABS+EBD • EPB (Elektron əyləc) və AutoHold • TCS (Dartı qüvvəsinə nəzarət) • HAC (Yoxuşdan hərəkətə başlamaq üçün köməkçi system) • BOS (Əyləclənməyə dəstək sistemi) və BA (Əyləc asistenti) • Mühərrikin oğurluğu qarşısını alan elektron təhlükəsizlik sistemi • Lyuk mexaniki pərdə ilə • Arxa kamera • Arxa parklanma sensorları • Açarsız mühərriki işə salma (Start-Stop) • Açarsız daxil olma (Keyless entry) • Mühərriki məsafədən işə salma • Kruiz kontrol • Kondisioner arxa çıxış ilə • Arxa şüşənin qızdırıcısı • 6 istiqamətdə sürücü oturacağın elektron tənzimlənməsi • Elektron şüşəqaldıran avtomatik rejim ilə • Sükanın 4 istiqamətdə mexaniki tənzimlənməsi • İki rəngli interyer • Ekodəri oturacaqlar • Elektron qatlanan, qızdırılan yan güzgülər dönmə işıqları ilə • Sükan elektron gücləndirici ilə • Dəri örtüklü multi-sükan • 6 dinamik, 8` monitor (Bluetooth və Mirror Link funksiyalı) və Shark Fin antenna • 12,3‘ cihazlar paneli • LED işıqlar : Gündüz,dönmə,arxa və salondaxili işıqlar • LED faralar • 2 USB giriş və 12V girişi • 17’ Yüngül lehimli disklər • 205/50 R17 ölçülü şinlər • 50 lt yanacaq çəni və 500 lt yük bölməsi",,Rəsmi diler,,
0,3200,AZN,Bakı,Volkswagen,Golf,1994,Sedan,Gümüşü,1.8 L/90 a.g./Benzin,280 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,263,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Park radarı, Kondisioner",Masin zavod masindi tecili satılır,0,,,
0,8300,AZN,Bakı,Chevrolet,Lacetti,2008,Sedan,Ağ,1.5 L/107 a.g./Benzin,244 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,659,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Dəri salon, Yan pərdələr",Tecili satilir Masin islek saz veziyyetdedir Qiymetde endirim masinin yaninda olacaq,,,,
0,54500,USD,Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,177 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,491,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Tecili satilir masinda Hec bir xerci udari yoxdu,2,Amerika,,
0,13900,USD,Bakı,BMW,320,2011,Sedan,Yaş Asfalt,2.0 L/184 a.g./Benzin,212 318 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,2001,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Birinci sayibiyem bez kraska maşındı nemkadı  1 m xərci yoxdu harda isdəsəz yoxltıra bilərsiz Xayş edirem boş bekar adamlar narhat etməsin. barterde ederem yaxşı maşın olsa pul verərəm usdundə,1,,4,
0,5700,AZN,Bakı,LADA (VAZ),2107,2010,Sedan,Qara,1.6 L/75 a.g./Benzin,54 544 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib", 26.05.2023,1101,,Avtomobil normal vesiyyetdedir mator karopka most yaxwidir real alicilar yiqsin,0,Rusiya,,
0,34500,AZN,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,144 611 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 16.05.2023,1712,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası",Avtomobil yeni gelib  Tam olaraq ideal veziyyetdedir BEZKRQASQADIR ORGINAL PROBERQDIR 7 oturacaq var Auto Hold var Elektron el tormozu Ön oturacaqlarin isidilmesi Ön oturacaqlarin soyumasi Arxa oturacaqlarin isidilmesi Sukanin qizdiricisi Ksenon faralar On oturacaqlarin her ikisi elektrondur Qapaq ve arxa park sensorlari Bir sozle tam Dolu avtomobildir Xahish olunur yalniz ciddi shexsler elaqe saxlasin.,1,,7,
